,DalScience,DalLibraries,Dal_Alumni,DalGazette
1689,"{'date': '07/29/2016, 12:57:19', 'full_text': 'RT @Dalnews: .@ScienceMin names former Assistant VP of #DalResearch Iain Stewart president of @NRC_CNRC. Congrats! @Dal_Alumni https://t.co…'}","{'date': '10/18/2017, 14:18:07', 'full_text': 'https://t.co/4m3YD9nb5U'}","{'date': '04/09/2018, 16:25:52', 'full_text': 'RT @DAL_FASS: Join us tonight @ 7pm for a panel event where several local alumni will share stories of how their degrees have helped them t…'}","{'date': '03/06/2019, 23:19:21', 'full_text': ""MOD: What previous exp do you have with the DSU?\nHall: I'm involved with societies, ran for VP AE last year. I've used DSU services like all of you and understand the problems""}"
1690,"{'date': '07/28/2016, 15:36:42', 'full_text': 'Join @shadvalleydal today 2-4pm, Steele Ocean Science Building &amp; learn what they’ve been up to on campus all month https://t.co/qydFNwfhu6'}","{'date': '10/18/2017, 13:32:50', 'full_text': ""At 12:30, @jontattrie will launch the bio, Daniel Paul, Mi'kmaw Elder. Joined by HRM Poet Laureate @beccaleat &amp; Dan Paul himself. #DalReads https://t.co/Bqry3XQcYa""}","{'date': '04/09/2018, 14:17:42', 'full_text': 'The Dalhousie alumni community extends our deepest condolences to the Humboldt Broncos hockey community following the tragic collision that took place this past Friday in Saskatchewan.'}","{'date': '03/06/2019, 23:17:53', 'full_text': ""Knowing the right people, how to get the message out.\nRamadan: Being on a campus that feels excluded, a president needs to go the extra mile to involve everyone. You don't need representatives, you need direct contact at every campus""}"
1691,"{'date': '07/25/2016, 20:44:19', 'full_text': 'RT @DFO_MPO: Ocean School with @DalScience @thenfb bringing virtual underwater exploration into classrooms https://t.co/cau9z8BWmh'}","{'date': '10/18/2017, 12:15:06', 'full_text': 'This will be a great presentation by @DalLibraries librarian, Lindsay McNiff, about fake news &amp; alternative facts https://t.co/Qll7QXgd8H'}","{'date': '04/09/2018, 13:30:37', 'full_text': ""Join the Dalhousie Women's Division for an evening of classical music on Thursday, April 26 at Shirreff Hall! Tickets are by donation and support a young musician's university education. Details and ticket information online: https://t.co/54F4iifB9z https://t.co/NAnvkBEvYH""}","{'date': '03/06/2019, 23:16:28', 'full_text': 'and that reps are bringing info to their constituents. Plan to hold monthly town halls.\nHall: I have a lot of experience with press, doing it in an efficient way that represents everybody.'}"
1692,"{'date': '07/22/2016, 18:08:11', 'full_text': 'RT @Dalnews: Great to host @BernJordanMP for a discussion &amp; tour of Dal ocean research.  @OceanTracking @MEOPAR_NCE @DalScience https://t.c…'}","{'date': '10/17/2017, 17:39:26', 'full_text': ""We're so excited for tomorrow's book launch of Daniel Paul, Mi'kmaw Elder. #DalReads https://t.co/lT7w9mdsrc""}","{'date': '04/09/2018, 12:13:30', 'full_text': 'RT @DalTigers: Shout out to the @DalCheerleading team on winning the large university level 4.2 division championship title at the Cheer Ex…'}","{'date': '03/06/2019, 23:14:45', 'full_text': ""There are six questions left. I almost certainly cannot stay for all.\nMOD: What steps will you take to make sure the DSU's message to the public will reflect the students?\nAbawajy: We need to ensure students are engaged...""}"
1693,"{'date': '07/22/2016, 12:26:29', 'full_text': 'RT @NSERC_CRSNG: What is the 40 year lag, and its effect on oceans? https://t.co/zEFVXtE51O @Dalnews @cbcoceansguy https://t.co/FctiI4lszk'}","{'date': '10/17/2017, 16:16:16', 'full_text': 'https://t.co/Ulq9NWwRAJ'}","{'date': '04/08/2018, 01:38:40', 'full_text': 'RT @brendini5: Shaun T motivation moment!  You do not want to miss his workout and motivational speech in Halifax, Sept. 22. Get your ticke…'}","{'date': '03/06/2019, 23:12:54', 'full_text': 'Ok we are getting back at it'}"
1694,"{'date': '07/21/2016, 21:12:08', 'full_text': 'Learn about the newly announced groundbreaking ocean science, education and tech initiative from @thenfb and Dal @ https://t.co/HEnxdKOm2e'}","{'date': '10/16/2017, 21:30:11', 'full_text': ""Please join us on Wednesday for the book launch of @jontattrie's Daniel Paul, Mi'kmaw Elder #DalReads https://t.co/bZ99QBA1I0""}","{'date': '04/06/2018, 18:59:36', 'full_text': ""RT @Dalnews: #DalhousieU faculty contribute to philosophers' amicus brief advocating for the rights of chimpanzees in landmark legal case.…""}","{'date': '03/06/2019, 23:05:03', 'full_text': 'I have to peace out at 7:30 so hopefully things will be wrapped up, or close to it by then. Here is the livestream just in case: https://t.co/6MwlGfSDlL'}"
1695,"{'date': '07/21/2016, 17:52:56', 'full_text': ""RT @Dalnews: Thanks to @Min_LeBlanc, @patriciaarab, @thenfb for today's #OceanSchool announcement https://t.co/rMv29dgs1g https://t.co/BO1S…""}","{'date': '10/16/2017, 12:05:42', 'full_text': ""@Limpetman Thanks, @Limpetman. We couldn't agree more!""}","{'date': '04/06/2018, 17:45:28', 'full_text': 'A great opportunity for students and young alumni to learn more about #DalAlumCareers! https://t.co/IMIkdLwglp'}","{'date': '03/06/2019, 23:00:45', 'full_text': '10 min break'}"
1696,"{'date': '07/21/2016, 17:14:53', 'full_text': 'So excited about @min_leblanc @thenfb @nseducation announcement of  innovative #DalResearch #OceanSchool - happening now!'}","{'date': '10/16/2017, 12:05:22', 'full_text': 'https://t.co/DZKdkKHWQz'}","{'date': '04/06/2018, 17:44:32', 'full_text': 'RT @Dalnews: .@DalHealth is bringing world-renowned fitness expert @ShaunT to #Halifax for a community workout, motivational talk and healt…'}","{'date': '03/06/2019, 22:59:58', 'full_text': 'We need to work with res life, give bystander intervention to folks.\nHall: When students come here, every year, students need to know what is expected of them.'}"
1697,"{'date': '07/21/2016, 16:42:35', 'full_text': ""RT @Dalnews: Today #DalhousieU is proud to welcome @Min_LeBlanc &amp; @nsgov's Patricia Arab for an announcement on #OceanSchool @DalScience @D…""}","{'date': '10/16/2017, 12:01:43', 'full_text': 'Today! https://t.co/V23MkWapmC'}","{'date': '04/06/2018, 17:40:13', 'full_text': 'A degree from the Faculty of Arts and Social Sciences can take you just about anywhere. @DAL_FASS  has gathered a group of alumni panelists that have used their degrees in interesting and innovative ways to speak and answer questions. RSVP here: https://t.co/JbIKLUo3xT https://t.co/y8G4UHYn3k'}","{'date': '03/06/2019, 22:58:54', 'full_text': ""~discussion~\nRamadan: When I was an O-week leader, we spoke about sexualized violence every day. I don't see why we can't do that all the time.\nAbawajy: I'm committed to continuing to support the survivor support centre. We need to look at collective safety, community safety""}"
1698,"{'date': '07/21/2016, 14:13:04', 'full_text': 'Get out &amp; support the many events happening as part of #DalhousieU Pride Week #ProudAtDal https://t.co/2DAZjadRpH'}","{'date': '10/16/2017, 11:43:24', 'full_text': 'Food for Fines starts today! https://t.co/yy0XDklyTO'}","{'date': '04/06/2018, 16:37:15', 'full_text': 'RT @dalagriculture: It all happens tonight at the 9th annual Barley Party!  #barley #Dal200 @Dal_Alumni https://t.co/LsvkBMIRbs'}","{'date': '03/06/2019, 22:57:05', 'full_text': 'Our leaders need to take a strong stance on this. That looks like calling out abusers. We have to put survivors first.\nHall: I am a firm believer in actions, not words and preventative measures instead of restorative measures. We need to work on the culture itself'}"
1699,"{'date': '07/21/2016, 12:41:31', 'full_text': 'Join @dalagriculture for community day and get backstage pass to experiments, fun &amp; beautiful campus! https://t.co/rJBpTB6JBP'}","{'date': '10/16/2017, 10:37:06', 'full_text': 'https://t.co/DOpgzV6Ws7'}","{'date': '04/06/2018, 14:13:17', 'full_text': 'RT @DAL_FASS: Last week, faculty and staff of FASS gathered to celebrate and showcase the hard work faculty from across its many department…'}","{'date': '03/06/2019, 22:55:42', 'full_text': 'Abawajy: We need to support and believe survivors. We have a great new policy, but we need to put that into practice. What does it mean to have a campus fully run on consent culture?'}"
1700,"{'date': '07/20/2016, 18:52:14', 'full_text': 'RT @cbccolleenjones: Story on DAL student Paul Bissonnette biking to NYC for #merit360 @WorldMeritOrg @Dalnews #cbcns https://t.co/NgRxeTFZ…'}","{'date': '10/13/2017, 16:59:15', 'full_text': 'Voice of the City by @jontattrie about the new Dan Paul biography. Join us on Oct 18 for the book launch https://t.co/xWVXS4uyCC #DalReads https://t.co/So5BgenqHa'}","{'date': '04/06/2018, 13:50:13', 'full_text': 'Father-and-son gardening experts Mark &amp; Ben Cullen (BComm’15) share their perspective on 2018 gardening trends, from heirloom seed varieties to ‘photogenic’ plants: https://t.co/4n6RWOLXeY @DalManagement'}","{'date': '03/06/2019, 22:54:43', 'full_text': ""Abawajy is also founder and co-chair of BIPOCUS.\nMOD: how do you plan to implement the sexualized violence policy?\nRamadan: These things need to be addressed early. When you let rape culture happen, that's when that further step happens.""}"
1701,"{'date': '07/19/2016, 19:26:25', 'full_text': 'RT @DalMarAffairs: Pleased to present #marinemanagement to ARC Gloria members @fishgovernance @OceanTracking @IORE_Canada @DalScience https…'}","{'date': '10/13/2017, 16:41:49', 'full_text': 'https://t.co/WGW11kL7fH'}","{'date': '04/06/2018, 12:05:24', 'full_text': 'RT @Dalnews: The first issue of the Dalhousie Review was published in April 1921. Read full issues from 1921-2011 on Dalspace https://t.co/…'}","{'date': '03/06/2019, 22:53:07', 'full_text': 'Abawajy: As a student leader, it is our job to know what the issues are for students. We exist in a society that is racist, that is homophobic, that is transphobic, as well as the systemic issues. Students deserve representation in their curriculum and student gov'}"
1702,"{'date': '07/18/2016, 13:36:21', 'full_text': 'RT @Dalnews: Join @DalPres for the raising of the #PrideFlag at #DalhousieU’s Carleton campus #ProudAtDal https://t.co/gisi0ouQ5F https://t…'}","{'date': '10/11/2017, 15:01:30', 'full_text': 'Film a clip of you &amp; your colleagues or classmates shouting ""we\'re in!"" for #DalhousieU\'s United Way campaign video. https://t.co/mVMEoE0Chv'}","{'date': '04/06/2018, 11:28:23', 'full_text': 'RT @A_Campagnoni: @DAL_FASS @Dal_Alumni @AFW_fashionweek @Dal_English @MyFutureisDal @DalPres Looking forward to speaking at this event Mon…'}","{'date': '03/06/2019, 22:51:40', 'full_text': ""...I've done work with the LGBT rights parade in South Dakota, women in Engineering.\nRamadan: You need to be able to relate and listen. You need to treat all student bodies the same way. That's how you get the best student union.""}"
1703,"{'date': '07/15/2016, 18:36:51', 'full_text': ""RT @Dalnews: A study by @DalScience's Karen Filbee-Dexter says warming waters are destroying kelp forests https://t.co/3wQBhkVCHC https://t…""}","{'date': '10/11/2017, 14:06:58', 'full_text': ""Tomorrow we're celebrating the 50th anniversary of the W. K. Kellogg Health Sciences Library. Join us! https://t.co/8W7UYtD6BR""}","{'date': '04/06/2018, 03:45:06', 'full_text': ""International fitness star Shaun T is coming to #DalhousieU to do a community workout as part of the Faculty of Health's Healthy Living, Healthy Life conference in September. VIP tickets are going fast, more info here: https://t.co/X1jAbDtmlr https://t.co/UuOtN7jXiN""}","{'date': '03/06/2019, 22:50:44', 'full_text': ""MOD: Can you give an example of how you supported BIPOC and LGBT communities in the past? and how will you continue to?\nHall: As I've been saying, I'm a big fan of autonomy and I want to give resources for individuals.""}"
1704,"{'date': '07/15/2016, 13:41:04', 'full_text': ""RT @Dalnews: Do family supports for diabetes sufferers improve outcomes? Research incl @DalScience's Michael Vallis says yes. https://t.co/…""}","{'date': '10/10/2017, 18:10:54', 'full_text': 'https://t.co/9px42dqBZm'}","{'date': '04/05/2018, 18:17:12', 'full_text': 'RT @Dalnews: Our next Belong Forum as part of #Dal200 Year of Belonging will take place Tuesday, April 17th with @BuffySteMarie. RSVP to sa…'}","{'date': '03/06/2019, 22:49:11', 'full_text': 'Our fees are going up, but our services are going down -- why is that happening? My plan is to work with BOG so we are in on those discussions instead of just receiving an email. Need to lobby with the government'}"
1705,"{'date': '07/14/2016, 13:00:14', 'full_text': 'RT @CoastalSEASIDE: SEASIDE program in full swing with #BIOL3623 @DalScience @DalPres https://t.co/WO6H48As6D'}","{'date': '10/10/2017, 17:50:25', 'full_text': 'https://t.co/wgTqxN1d41'}","{'date': '04/05/2018, 17:50:10', 'full_text': 'The transformational $64M IDEA Project, the largest redevelopment of the Sexton Campus in 50 years, is in the final stage of completion. Come now and celebrate this historic event with us by naming a seat! https://t.co/X1PICy4ZMl https://t.co/vDJDjtNUNQ'}","{'date': '03/06/2019, 22:48:07', 'full_text': ""~discussion~\nHall: What we're doing, esp. with Irving, is opening labs for corporate research. We need to open labs and let everyone use that equipment.\nAbawajy: Freezing tuition is a good first step but we need to ask for more. I don't think decreasing is asking for too much""}"
1706,"{'date': '07/13/2016, 13:26:30', 'full_text': ""RT @DalPres: Don't forget: bring your @FEEDNOVASCOTIA donations to Hicks rm 108. I'll donate $1 for each item rec'd by 5pm https://t.co/y6K…""}","{'date': '10/09/2017, 14:27:59', 'full_text': '@michael_smit Glad to hear it.'}","{'date': '04/05/2018, 17:29:11', 'full_text': ""RT @Dalnews: If you haven't had a chance to see @rickmercer's visit to #DalhousieU, it aired on this week's episode of the @Mercer_Report a…""}","{'date': '03/06/2019, 22:46:31', 'full_text': ""Ramadan: It had been proved in the past that protesting will not bring down tuition. At the end of the day, everyone needs a paycheque. We can breakdown fees and analyze what we're paying for""}"
1707,"{'date': '07/12/2016, 16:23:17', 'full_text': 'RT @DalPres: To kick things off, bring your canned goods to my office tomorrow (July 13) between 9-5 &amp; I’ll personally donate $1 for each i…'}","{'date': '10/09/2017, 14:27:46', 'full_text': ""We're open today, but operating on holiday hrs. Check the hrs widget on the landing page to find the space you want. https://t.co/zWY5Mhjpki""}","{'date': '04/05/2018, 17:19:59', 'full_text': 'RT @dalfcs: In the age of Google, what does it mean to be literate and a learner? Join Dr. Dan Russell Űber Tech Lead for Search Quality an…'}","{'date': '03/06/2019, 22:45:11', 'full_text': ""Hall: realistically, I can't decrease tuition. Maybe I could put a freeze on it. I would like to make resources available to offset those fees, so we get more for what we're paying.""}"
1708,"{'date': '07/11/2016, 18:10:48', 'full_text': ""Hey Dal #PokemonGo trainers! There's a #Meowth hanging out ouside by the Psychology wing of the… https://t.co/64mWXREl9D""}","{'date': '10/08/2017, 11:50:13', 'full_text': '@michael_smit We think you received some assistance with this, but if not, please let us know!'}","{'date': '04/05/2018, 14:47:59', 'full_text': ""RT @DAL_FASS: Join us Monday for our alumni panel event! You'll hear from @Dal_Alumni including Jack Bennet of #thebigsinghfx; Angela Campa…""}","{'date': '03/06/2019, 22:44:00', 'full_text': ""Abawajy: I believe university should be free, but I'm realistic and I know that won't happen in my term. We need to work with the right groups, advocate to the right people to regulate tuition""}"
1709,"{'date': '07/11/2016, 15:14:03', 'full_text': '#DalScience Adjunct Prof Dr. Ellen Kenchington is lead scientist on voyage  to study sponges, whales and coral. https://t.co/NkozXi8fn9'}","{'date': '10/05/2017, 17:28:37', 'full_text': 'https://t.co/sf9tDah8ax'}","{'date': '04/05/2018, 13:48:17', 'full_text': 'RT @DAL_FASS: Prof. Anneke Henderson of @CostumeStudies is this year’s winner of the @DalStudentUnion Teaching Award. Learn more about all…'}","{'date': '03/06/2019, 22:43:47', 'full_text': ""MOD: Past DSU Presidents have claimed they will stop tuition increases ,but that hasn't happened. How will you make this happen?""}"
1710,"{'date': '07/11/2016, 13:44:15', 'full_text': 'RT @SeacologyKayak: TMRW: #MPAs w Kristina, PhD student @DalScience! Weather is looking up &amp; should be lovely for a paddle w @ECOkayak http…'}","{'date': '10/05/2017, 13:04:25', 'full_text': 'Free plants, did you say? Check out the plant giveaway happening at the Kellogg Library in the Tupper Building, right now! https://t.co/Y8jqV8OrEB'}","{'date': '04/05/2018, 13:32:19', 'full_text': 'This Dal Original, Dr. Precious’s path to becoming an world renowned educator, humanitarian, philanthropist and oral and maxillofacial surgeon flows from his education at Dalhousie to returning to teach in 1972, becoming chair in 1985 and dean in 2003.  https://t.co/w3XhJPthoY https://t.co/DnyTNEtORz'}","{'date': '03/06/2019, 22:41:01', 'full_text': 'Ramadan: All my classes are on Sexton, so I would be spending most of my time there.'}"
1711,"{'date': '07/11/2016, 13:31:54', 'full_text': ""RT @DalMaterials: Dartmouth, NS company Novonix's Ultra High Precision Chargers for #batteries used by ATL (China), 3M, #Apple, #Tesla http…""}","{'date': '10/05/2017, 10:37:57', 'full_text': 'https://t.co/ddp8e1Lkrz'}","{'date': '04/05/2018, 12:20:12', 'full_text': ""Join the Dalhousie Women's Division on May 5 for their annual Spring Luncheon in Halifax and learn about mental health initiatives contributing to student well-being at Dal with fellow alumni and a great lunch! Details and tickets here: https://t.co/njoN7LMENL https://t.co/DFrde40P50""}","{'date': '03/06/2019, 22:40:07', 'full_text': ""Abawajy: When execs come in, the promise Sexton all these things but they're always on Studley campus. I already understand Studley, so I will have time to dedicate resources to Sexton""}"
1712,"{'date': '07/07/2016, 16:46:48', 'full_text': '#DalScience community: On July 21, hop on the free bus &amp; enjoy an afternoon @dalagriculture https://t.co/vLVH0EJ1zx https://t.co/CNLAICu3eM'}","{'date': '10/04/2017, 15:01:13', 'full_text': 'Can one weak or shared password lock the entire Dalhousie community out of online resources? Yes, it can! https://t.co/8OupHDFFbS'}","{'date': '04/04/2018, 19:08:14', 'full_text': ""#DalProud to welcome Portia Clark (BA'91) back to Nova Scotia for her new role with @CBCNS! https://t.co/DGYhACmw9Q""}","{'date': '03/06/2019, 22:39:06', 'full_text': ""Ramadan: The T-Room should be renovated and not changed. It is our equivalent to the Grawood. It's fine for the architecture students to have their own space, but we need more study space too.\nAbawajy: We need to let Sexton students tell us what they need""}"
1713,"{'date': '07/07/2016, 15:35:59', 'full_text': 'RT @NSERC_CRSNG: Charging onward – Discovery research drives @Dalnews and @TeslaMotors collaboration https://t.co/7fxPhfrXpa https://t.co/i…'}","{'date': '10/04/2017, 14:23:38', 'full_text': 'https://t.co/Wih5WLWGyo'}","{'date': '04/04/2018, 19:06:01', 'full_text': ""RT @Dalnews: If you missed @rickmercer here on campus, check out last night's episode of @Mercer_Report and his visit to #DalhousieU.  Watc…""}","{'date': '03/06/2019, 22:37:27', 'full_text': '~discussion~\nHall: I think the biggest insult to engineers when they made a huge study space for architecture students that no one else can go in.'}"
1714,"{'date': '07/06/2016, 18:17:44', 'full_text': 'RT @DalMaterials: Only partnership #Tesla has with a university is with Dal because of @DalScience Jeff Dahn (Stanford is across street fro…'}","{'date': '10/04/2017, 12:07:34', 'full_text': 'https://t.co/HrlnSdnx5x'}","{'date': '04/04/2018, 18:10:13', 'full_text': 'Dalhousie University in Halifax has attracted a world-renowned vaccinologist thanks to a $7-million grant through the Canada 150 Research Chairs Program. https://t.co/UUlWBxdRig \n#DalhousieU #DalProud https://t.co/xyEOlyxU2L'}","{'date': '03/06/2019, 22:36:28', 'full_text': ""...Give one of the two DSU offices up for student use, society use.\nHall: There's a laundry list of issues campus. Leave T-Room alone, we don't need comfy chairs. We need outlets and desks.""}"
1715,"{'date': '07/06/2016, 12:41:53', 'full_text': '""Why would @TeslaMotors partner with some Canadian?” Don’t miss @DalMaterials Jeff Dahn’s clean tech talk today at noon @ Dunn rm. 304'}","{'date': '10/04/2017, 11:46:48', 'full_text': ""Have you picked up a copy of this year's @1bookNS choice? If This Is Freedom by Gloria Ann Wesley is available to borrow @DalLibraries https://t.co/TrAjMG0mmY""}","{'date': '04/04/2018, 14:47:32', 'full_text': 'Congratulations to these outstanding @DalTigers and future #DalAlumni! https://t.co/vplJdzN67P'}","{'date': '03/06/2019, 22:34:53', 'full_text': 'Abawajy: Sexton students has been underserviced. Part of my platform is to revamp the T-Room to make it a student hub with better lights, better furniture. We need more food options on Sexton as well. As Ahmed said, we need mental health and medical services on Sexton'}"
1716,"{'date': '07/05/2016, 12:26:51', 'full_text': 'RT @DalMaterials: All welcome.  Going to be an interesting talk! @DalEngineering @DalScience @DalOfficeSust @LaunchDal #materials https://t…'}","{'date': '10/03/2017, 17:50:23', 'full_text': ""Join us for the launch of Daniel Paul: Mi'kmaw Elder, the biography of this year's #DalReads author @jontattrie @LesleyChoyce @beccaleat https://t.co/hRniTATJ8u""}","{'date': '04/04/2018, 14:13:50', 'full_text': 'RT @DalArchPlan: ""Plan Out Loud"" - Our annual exhibition of student work is coming up next week! Planners and friends in HRM-Please join us…'}","{'date': '03/06/2019, 22:33:33', 'full_text': 'MOD: Every student pays more than $100 in student union fees. There has been no change on Sexton campus, despite execs saying it will change.\nRamadan: There are no mental health resources on Sexton. The DSU offices there are constantly empty. Sexton has to be a part of the school'}"
1717,"{'date': '07/04/2016, 12:16:35', 'full_text': 'RT @halifax_fog: Our #fog study got featured on #CBC. @DalScience @Pat_wx @MEOPAR_NCE  https://t.co/H3u2iwZ2eZ'}","{'date': '10/03/2017, 11:56:41', 'full_text': 'Here is the full line-up of events happening at Dal for #MikmaqHistoryMonth https://t.co/B5RKQ9nYUv'}","{'date': '04/04/2018, 14:10:19', 'full_text': '.@Neothermal_Inc has begun testing its electric thermal storage unit, designed by @DalEngineering alumnus Dr. Louis Desgrosseilliers (MASc’12, PhD’16) during his studies at Dal: https://t.co/KPulMq3PVH #DalResearch https://t.co/aXW2FQQIc2'}","{'date': '03/06/2019, 22:31:35', 'full_text': ""Abawajy: Mental health services need to be improved, they are currently inadequate and inaccessible to students. Sexton has one place where you can get food, and that's an $8 sandwich. Tuition is a big deal and we should be fighting to freeze tuition""}"
1718,"{'date': '07/04/2016, 12:11:21', 'full_text': 'Fog lasers? Check out the story about  Rachel Chang’s work on NS foggiest places in @CBCNews https://t.co/KcwRvaiQX6 @halifax_fog'}","{'date': '10/03/2017, 11:41:27', 'full_text': 'Another laptop theft in the Killam! Third floor, Monday afternoon, in the stacks. #DontBeNext @DalSecurity Take your valuables with you! https://t.co/kbRSXpCbGm'}","{'date': '04/04/2018, 12:12:32', 'full_text': 'RT @Dalnews: #Dal200 presents an opportunity to design the area at the top of University Avenue, adjacent to the Killam Library.  Your help…'}","{'date': '03/06/2019, 22:29:59', 'full_text': ""MOD: Can you give specific initiatives on how you plan to improve campus?\nHall: Autonomy. Mentions menstrual products for all female washrooms.\nRamadan: Campus hours are important to engage students. Asking about students' wellbeing""}"
1719,"{'date': '06/28/2016, 16:16:13', 'full_text': '@DrCChambers talks children’s pain management in @nytimes article https://t.co/5w2baejfp6 @nytimeswell'}","{'date': '10/02/2017, 15:26:18', 'full_text': 'https://t.co/zD3Bc570cM'}","{'date': '04/04/2018, 12:02:12', 'full_text': 'RT @Dalnews: In April 1985, NSAC and Dalhousie became officially affiliated, allowing the two to grant BSc (Agriculture) degrees in collabo…'}","{'date': '03/06/2019, 22:27:44', 'full_text': ""Hall: For proper efficiency, we follow the chain of command so societies would go to the VPI. Societies should have more autonomy.\nRamadan: Most students don't know who the exec are. Great execs go out of their way to represent the students.""}"
1720,"{'date': '06/27/2016, 19:00:35', 'full_text': 'Tonight on @CTV_Liveat5 catch @PerriTutelman talking about #KidsCancerPain and bringing science to parents'}","{'date': '10/02/2017, 12:37:25', 'full_text': ""Yesterday was Treaty Day &amp; the start of #Mi'kmaqHistoryMonth. Check out displays in the Killam &amp; Law Libraries. Thanks @KaraSPaul1! https://t.co/KhQHXz8aik""}","{'date': '04/03/2018, 19:17:49', 'full_text': ""RT @Dalnews: Check out @rickmercer's visit to #DalhousieU's #Halifax campus tonight on @CBC tonight at 8 p.m. @DalPres #SpreadTheNet @DalTi…""}","{'date': '03/06/2019, 22:25:43', 'full_text': ""MOD: How will approach students individually and in university societies?\nAbawajy: Students should know who their reps are, and that will happen when reps are on the ground. I'm here to empower student societies with funding, hope to increase funding""}"
1721,"{'date': '06/27/2016, 15:25:59', 'full_text': 'RT @DalMaterials: .@DalScience #kimberlite researcher Fodortchouk studies billion year old #diamonds via research agreement w/ @DeBeers'}","{'date': '10/02/2017, 11:58:29', 'full_text': 'And last but not least, how the Killam celebrated #PinkDay. #DalRespect https://t.co/orkhsavWtC'}","{'date': '04/03/2018, 18:28:49', 'full_text': 'RT @Dalnews: See the full list of winners from the 2018 #DalhousieU #IMPACTawards in #Halifax, celebrating outstanding student contribution…'}","{'date': '03/06/2019, 22:23:51', 'full_text': ""Hall: Compromise is a two-way street. We have to work with the university. Also, I'd like to point out that a leader isn't always on the ground. A leader has to delegate - I can't be everywhere at once, but I'll be in the right place at the right time""}"
1722,"{'date': '06/27/2016, 13:29:45', 'full_text': 'RT @halifax_fog: Our #fog study continues in #NS @MEOPAR_NCE @DalScience https://t.co/FLCOw7Hn6S'}","{'date': '10/02/2017, 11:52:54', 'full_text': 'What a great reading we had on Thursday evening with Ian Colford and Karen Smythe. Thank you both! https://t.co/BHqnAScGDU'}","{'date': '04/03/2018, 17:19:26', 'full_text': 'RT @IanBezanson: Calling on #Dal alumni - the alumni association are currently recruiting new board members: https://t.co/Qr0qxEItf7. This…'}","{'date': '03/06/2019, 22:22:51', 'full_text': ""Abawajy: Making sure students are aware of what the university is doing. A lot of don't know that the DSU is separate from Dal itself. I'm here to listen to problems and empower students to solve them""}"
1723,"{'date': '06/24/2016, 20:48:24', 'full_text': 'RT @DalPres: Sincere thx to @DalScience Acting Dean Ian Hill for past year - and congrats on new role as AVP-Research! https://t.co/m5B7Wkh…'}","{'date': '10/02/2017, 11:02:39', 'full_text': 'Digital #Kipling project continues w/ a profile on the collectors who compiled the scrapbooks. #DigitalHumanities https://t.co/Wr4jnneCOm'}","{'date': '04/03/2018, 17:15:24', 'full_text': ""The School of Architecture's advanced building lab upgrades keeps hands on learning at the forefront of education. “Our students learn to work by hand before moving into design software,” says James Forren. https://t.co/kewkdyCRB2 https://t.co/THsSyNQH65""}","{'date': '03/06/2019, 22:21:44', 'full_text': ""MOD: A lot of students rely on the union to represent them. How will you advocate for students to the university?\nRamadan: Like I've been saying, the only way to involve students is to speak to them. It relates back to efficient government""}"
1724,"{'date': '06/24/2016, 18:58:52', 'full_text': ""RT @Dalnews: Dal's @DrCChambers is working to bridge a knowledge-to-action gap in children’s cancer pain. https://t.co/IkfzX9z3v9 https://t…""}","{'date': '09/29/2017, 17:15:07', 'full_text': ""It's always good to brush up on the basics, and we have a guide for copyright basics available here: https://t.co/44BwZaqBVd #dalcopyright""}","{'date': '04/03/2018, 16:45:15', 'full_text': 'A reminder to all #DalAlumni today is the last day to pre-order ""Dalhousie University: A 200th Anniversary Portrait"" at a special alumni price. Pre-orders must be received before 11 p.m. AST on Tuesday, April 3. #Dal200 \nhttps://t.co/ztXmtX5Rvs https://t.co/05rPBZAnAv'}","{'date': '03/06/2019, 22:20:26', 'full_text': ""~discussion~\nRamadan: Aisha had a good point. We need to discuss it with the students. It's a collective decision.\nHall: We should be involved on a rolling basis\nAbawajy: Dal is currently the only university in NS that's not part of an external organization""}"
1725,"{'date': '06/24/2016, 16:50:59', 'full_text': 'RT @ScienceMin: Thoughts on #CdnSci &amp; #GoC support for it? Sign up for discussion: https://t.co/5AkVj4Bqid https://t.co/avXXmJzvSg'}","{'date': '09/29/2017, 13:59:18', 'full_text': 'How @DalLibraries celebrates #PinkDay #DalRespect DMNB, Kellogg, Law Library. https://t.co/ky695BMmi5'}","{'date': '04/03/2018, 13:15:20', 'full_text': 'Tomorrow at the Halifax Public Library explore the Marshall Commission! Panelists will draw on their own areas of research and community activism to examine the recommendations, assumptions, goals, &amp; the broad project of increasing campus diversity.https://t.co/0lFWVqrECU https://t.co/T8F7L8BLAL'}","{'date': '03/06/2019, 22:18:36', 'full_text': ""Ramadan: I think their input could be valuable whether we agree with that input or not.\nAbawajy: There are a lot of pros and cons. Dalhousie was a founding member of the CFS, then CASA. At the end of the day, it's up to students. They are the ones paying the fees.""}"
