,workatdal,DalMedSchool,dalagriculture,SchulichLaw
2887,"{'date': '12/19/2016, 17:15:09', 'full_text': 'Last day to purchase #DalUnited 50/50 tickets. Draw is tomorrow at Carol Sing. You can also still donate. Visit https://t.co/bt8reB8LGW.'}","{'date': '01/29/2016, 15:17:04', 'full_text': ""#DalhousieU's Dr. Simon Sherry discuss PTSD, importance of reducing stigma around mental illness: https://t.co/XLksU2MkOJ""}","{'date': '02/05/2018, 14:25:30', 'full_text': 'RT @Dalnews: Maeghan, Andrew, Raine and Scott are back for their last group edition of #DalThisWeek looking at the week ahead on our #Halif…'}","{'date': '02/16/2018, 15:03:01', 'full_text': ""RT @NSBS: The #NovaScotia Barristers' Society is seeking a Manager of Equity and Access, to support the @NSBS strategic priorities of enhan…""}"
2888,"{'date': '12/19/2016, 16:30:29', 'full_text': 'Treat a student to dinner during the holidays by contributing to the cost of the dinner or attending it on Dec 21. https://t.co/EN49M1fbbU'}","{'date': '01/28/2016, 15:10:08', 'full_text': 'An excellent way to combat physician burnout. https://t.co/bzGsJnH8tY'}","{'date': '02/05/2018, 13:34:06', 'full_text': ""RT @Truroagromart: Calling all friends &amp; family of @Official4HNS and @ColCo4H! Vote for us every day in @ADAMA_CAN's #ThankARetailer contes…""}","{'date': '02/16/2018, 15:02:41', 'full_text': ""RT @Dalnews: Join us for our first #Dal200 Year of Belonging Forum with award-winning @MIT historian @craigswilder.  We're dedicating the d…""}"
2889,"{'date': '12/19/2016, 15:15:13', 'full_text': 'RT: @careersherpa Close 2016 with a new job! 5 ways to advance your #jobsearch during the #holidays. https://t.co/Euf3msuBOR @JobHuntOrg'}","{'date': '01/28/2016, 14:53:42', 'full_text': '#DalMedSchool students take part in Health Care Team Challenge, work across disciplines to address patient needs: https://t.co/m1lD9nMQyM'}","{'date': '02/05/2018, 13:12:41', 'full_text': ""RT @Dalnews: On February 6th, our Bicentennial Launch will be the official opening celebration for #Dal200.  The event will reflect on Dal'…""}","{'date': '02/16/2018, 14:26:23', 'full_text': 'RT @DalStudentLife: Today is the day—your last chance to nominate someone for an IMPACT Award! Submit your nominations by 11:59pm. (And the…'}"
2890,"{'date': '12/19/2016, 14:00:26', 'full_text': 'Register for ""On Being Positive"" workshop series, Jan 6, 13 &amp; 20, to explore well-being, resilience &amp; happiness. https://t.co/dGcrRtLWGj'}","{'date': '01/27/2016, 22:28:32', 'full_text': 'RT @MKChan_RCPSC: MT ""@cameacem: CAME is happy to announce the @DalMedSchool 2016 Certificate of Merit - Awarded to Dr Anna MacLeod"" Congra…'}","{'date': '02/05/2018, 02:03:42', 'full_text': 'RT @dalacrams: @MountMystics take @ACAA_AASC vball match 3-0 over hosts @dalacrams  @dalagriculture'}","{'date': '02/16/2018, 13:51:02', 'full_text': ""The @SchulichLaw Feb. 14 Mental Health Panel co-hosted by @WellAtWeldon and Sober Support was a success! Pictured are panelists (from left): The Hon. Tim Daley (LLB '91), Stewart McKelvey research lawyer Jennifer Taylor, and mental health advocate Dexter Nyuurnibe. #mentalhealth https://t.co/Nah5c2MM0W""}"
2891,"{'date': '12/19/2016, 13:29:05', 'full_text': 'RT @hfxnovascotia: Do you have family and friends coming to Halifax for a visit this winter? Send them this list of packing essentials! htt…'}","{'date': '01/27/2016, 20:28:38', 'full_text': 'RT @MitacsCanada: Sr undergrad, grad or PhD student? Mitacs is seeking Mentors for our 2016 Globalink cohort. Apply today: https://t.co/ED2…'}","{'date': '02/04/2018, 18:53:02', 'full_text': 'RT @dalacrams: @dalacrams hosting the Mystics in @ACAA_AASC WVball. Mystics up 2-0 sets. Last one 26-24. Good volleyball!!\n@dalagriculture…'}","{'date': '02/16/2018, 13:48:48', 'full_text': 'RT @jgdownie: An important reckoning with our past that will help us to move into a better future. Impressed with this blending of accounta…'}"
2892,"{'date': '12/16/2016, 19:55:18', 'full_text': 'Register for ""Being a Caring Colleague"" session, Jan 12 &amp; learn to have difficult conversations about mental health. https://t.co/SXtzBuCaaV'}","{'date': '01/27/2016, 15:54:31', 'full_text': ""RT @Dalnews: Don't miss the @DalTigers take on the @SMUHuskies on tonight as part of @Bell_LetsTalk. https://t.co/SLchkXkbWa https://t.co/b…""}","{'date': '02/04/2018, 13:17:54', 'full_text': 'RT @ValueChainProf: Can supermarkets really deliver in a day? @dalagriculture #supermarket #food #grocery  https://t.co/fSNznXhVYf'}","{'date': '02/16/2018, 13:24:21', 'full_text': 'RT @HealthLawAtDal: TODAY @ NOON: ""Fostering an Effective Relationship with the Medical Expert"" with Amy Ornstein, Dalhousie Faculty of Med…'}"
2893,"{'date': '12/16/2016, 18:25:15', 'full_text': ""Don't miss Annual Dalhousie Carol Sing, Dec 20. Classic carols, Hanukah songs, &amp; traditional drumming. 12pm, Sculpture Court, Arts Centre.""}","{'date': '01/27/2016, 15:54:09', 'full_text': 'RT @Dalnews: With @Bell_LetsTalk in mind, learn about some of the mental health resources available at #DalhousieU https://t.co/o5LzEpyM2s'}","{'date': '02/04/2018, 01:55:51', 'full_text': 'RT @dalacrams: Wvball @dalacrams lost a tight match to MTA yesterday 2-3 13-15. Great volleyball!  #ramsrock @dalagriculture @ACAA_AASC'}","{'date': '02/15/2018, 19:30:33', 'full_text': 'RT @GeorgeFureyNL: It’s been hoisted at mountain peaks, blasted into space and sewn into the uniforms, backpacks and hearts of countless Ca…'}"
2894,"{'date': '12/16/2016, 16:50:14', 'full_text': 'RT: @MedavieBC Find family &amp; friends to exercise with and keep each other accountable to do so. #12daysofholidayhealth https://t.co/7C5BX3RSBD'}","{'date': '01/27/2016, 15:53:01', 'full_text': 'RT @Bell_LetsTalk: Today, for every tweet using #BellLetsTalk, Bell donates 5¢ to #MentalHealth initiatives. https://t.co/qsyUzIANKq https:…'}","{'date': '02/03/2018, 14:09:11', 'full_text': ""RT @ValueChainProf: Look out NZ! Money flows for honey that's more medicinal than manuka @dalagriculture  https://t.co/QU7PgB7Bnt https://t…""}","{'date': '02/15/2018, 17:16:28', 'full_text': ""RT @WellAtWeldon: Interested in work/life balance &amp; mental health at law school? Email us! We'd love your ideas for wellness events, discus…""}"
2895,"{'date': '12/16/2016, 15:35:10', 'full_text': 'Final reminder: Deadline is today at 4 pm, to submit nominations for 2017 Rosemary Gill Award. Details here. https://t.co/nSxg4i7i1K'}","{'date': '01/26/2016, 14:38:58', 'full_text': '#Premed &amp; #DalMedSchool students take note: good Twitter chat on study strategies and neuroscience of learning. https://t.co/JaqVqRRV0g'}","{'date': '02/03/2018, 14:09:00', 'full_text': 'RT @dalacrams: @dalacrams Badminton at MTA in @ACAA_AASC Tournament. Play from 10-6. #ramsrock  @dalagriculture'}","{'date': '02/15/2018, 15:27:21', 'full_text': 'RT @DalStudentLife: Have you nominated anyone for an IMPACT Award yet? Nominations close TOMORROW at 11:59pm! Nominate nominate nominate! h…'}"
2896,"{'date': '12/16/2016, 14:47:56', 'full_text': 'The #EmeraOval is closed this morning due to dangerous windchill, but check out the weekend schedule. https://t.co/0PPYFzXFYA @skateHRM'}","{'date': '01/25/2016, 15:23:11', 'full_text': 'RT @DalScience: Free public panel discussion Feb. 9 - ""Taking care of down there: Let’s talk about vulvar health” https://t.co/TebSIgi0av c…'}","{'date': '02/03/2018, 13:30:01', 'full_text': 'Show off your artistic side! Participate in the Dal AC Art Show. https://t.co/6prcJBNu6g'}","{'date': '02/15/2018, 15:11:22', 'full_text': 'RT @natematias: Great start to a new series of posts by @jon_penney on the behavioral effects of surveillance on citizens in a democracy ht…'}"
2897,"{'date': '12/16/2016, 13:52:20', 'full_text': 'RT @MentalHealthNS: There is no shame in seeking a #mentalhealth sanctuary during the holiday season. Find your #healthy sanctuary and expe…'}","{'date': '01/25/2016, 15:21:26', 'full_text': 'RT @Dr_ChrisSimpson: The impact of vaccines in Canada. https://t.co/B4H90cP9A7'}","{'date': '02/03/2018, 01:05:42', 'full_text': 'RT @ValueChainProf: Pumpkins in October, Christmas trees in December and now avocados in Februrary! Superbowl boosts sales of avocados. htt…'}","{'date': '02/15/2018, 15:11:14', 'full_text': ""RT @jon_penney: My first in a series of posts on the @PrincetonCITP's Freedom-to-Tinker blog on the impact of surveillance on people's beha…""}"
2898,"{'date': '12/15/2016, 19:55:14', 'full_text': 'Register for ""On Being Positive"" workshop series, Jan 6, 13 &amp; 20, to explore well-being, resilience &amp; happiness. https://t.co/dGcrRtLWGj'}","{'date': '01/25/2016, 15:09:12', 'full_text': 'ICYMI: 2nd yr #DalMedSchool student Alexandra Hudson receives fourth Academic All-Canadian honour. So proud!'}","{'date': '02/03/2018, 01:05:26', 'full_text': 'RT @dalacrams: @dalacrams 2 Mounties 2 going to 5th set to decide winner in @ACAA_AASC action @dalagriculture'}","{'date': '02/15/2018, 14:42:32', 'full_text': 'RT @CBA_News: #Law students, submit your essay by Feb. 28 for the ADR James L. Thistle Law Student Essay Contest. $500.00 cash prize. https…'}"
2899,"{'date': '12/15/2016, 18:45:23', 'full_text': 'Here are some useful tips when reading your email or browsing online to help be more productive, safe &amp; secure. https://t.co/uVr4pzTePd'}","{'date': '01/22/2016, 17:54:24', 'full_text': 'RT @Densitas: NEWS RELEASE: Breast cancer risk study published in British Journal of Radiology. https://t.co/tuZfZ7oer3 @BJR_Radiology'}","{'date': '02/02/2018, 23:10:00', 'full_text': 'Show off your artistic side!  Participate in the Dal AC Art Show. https://t.co/zpSFBD3wbp'}","{'date': '02/15/2018, 11:35:45', 'full_text': 'RT @jgdownie: More #ImpactAcademics! https://t.co/0DCvwznvku'}"
2900,"{'date': '12/15/2016, 16:40:12', 'full_text': 'RT:@MedavieBC Eat healthy most of the time-You may encounter unavoidable treats. Just make sure you balance them out. #12daysofholidayhealth'}","{'date': '01/22/2016, 14:11:57', 'full_text': ""Congrats Treventis Diagnostics Ltd., life sciences I-3 winner, tech for non-invasive Alzheimer's disease diagnosis! https://t.co/hVE0tzqL1q""}","{'date': '02/02/2018, 19:59:00', 'full_text': ""Join us next Thursday as we celebrate International Development Week with Apuknajit - The traditional Mi'kmaq February Feast! https://t.co/ylJRtPHuiI""}","{'date': '02/14/2018, 21:18:03', 'full_text': ""RT @SM_Law: Weldon, Let's Talk! Research lawyer @jennlmtaylor &amp; co-panelists will be discussing Mental Health in the Legal Profession this…""}"
2901,"{'date': '12/15/2016, 15:25:06', 'full_text': 'Dalhousie faculty &amp; staff are reminded to close windows, reduce temp to 65F, remove food &amp; unplug devices when leaving for holiday break.'}","{'date': '01/20/2016, 20:20:39', 'full_text': 'RT @DalPres: .@KellyReganNS onsite today in new #DalCHEB talking graduate scholarship program https://t.co/NWxyLLwvRs https://t.co/0QjG1VhZ…'}","{'date': '02/02/2018, 18:55:00', 'full_text': ""International Smart Farming Seminar March 15 - 16 on campus! Don't miss it. Register at https://t.co/KosIl8H6De https://t.co/t2LMkvME5E""}","{'date': '02/14/2018, 18:51:08', 'full_text': 'RT @kmchanuvic: this certainly applies to the definition of charity - hope your message spreads, @kbrooks_taxlaw! https://t.co/RkYRGDdfhL'}"
2902,"{'date': '12/15/2016, 15:14:34', 'full_text': 'RT @CitImmCanada: Newcomer looking for a job in Canada? Free services are available for new immigrants, including help finding a job. https…'}","{'date': '01/19/2016, 17:29:03', 'full_text': 'RT @HealthyCdns: Distractions like singing songs can help take your child’s mind off pain. More tips: https://t.co/xmQ11SbbUh https://t.co/…'}","{'date': '02/02/2018, 15:38:00', 'full_text': 'Join us for this exciting event!  Popcorn, beverages and give-aways in the Alumni Theatre beginning at 11:00 a.m. https://t.co/qzFkJ7m7cP'}","{'date': '02/14/2018, 18:49:47', 'full_text': ""RT @CourtsNS_News: This week, in honour of African Heritage Month, we're paying tribute to The Hon. Ronda van der Hoek, appointed to the Pr…""}"
2903,"{'date': '12/15/2016, 14:05:24', 'full_text': 'Looking for a new job? Check out our latest openings. Apply today. https://t.co/xsTOU5FIFa #careers'}","{'date': '01/18/2016, 20:12:19', 'full_text': 'RT @CourtneyLarkin: Hey @DalMedSchool Please share with students! #DalLead2016 Conference on Jan 30 @dalcldc &gt; https://t.co/hKlcOuBG5E http…'}","{'date': '02/02/2018, 14:03:00', 'full_text': 'Today is World Wetlands Day.  Learn how Faculty of Agriculture Engineering students developed a portable wetlands lab! https://t.co/DLpV5SiH4M https://t.co/zeKMrcK9po'}","{'date': '02/14/2018, 16:07:34', 'full_text': 'RT @kingsbookstore: Joining The MacEachen Institute for their Tax and Public Opinion event featuring Shirley Tillotson and Graham Steel htt…'}"
2904,"{'date': '12/15/2016, 13:57:16', 'full_text': 'RT @MikeSavageHFX: Sharpen those skates, the Halifax #Oval opens today!Free public skates until 7pm-perfect for some family holiday fun htt…'}","{'date': '01/14/2016, 20:19:52', 'full_text': 'RT @DalScience: A great feature on #DalScience/@DalMedSchool pain researcher @DrCChambers #itdoesnthavetohurt campaign. @CIHR_IRSC  https:/…'}","{'date': '02/02/2018, 13:06:00', 'full_text': 'Dalhousie students are known for their academic excellence, but their achievements outside of the classroom are equally impressive. Nominate a student for an IMPACT Award! https://t.co/9lrqfdotEW https://t.co/EQSD73Qyee'}","{'date': '02/14/2018, 15:59:16', 'full_text': 'RT @Dalnews: Last month, over 400 students came out to say #dalTHANKS to the @Dal_Alumni and friends who have supported their studies throu…'}"
2905,"{'date': '12/15/2016, 13:08:16', 'full_text': 'RT @KBRSAtlantic: The holiday season can be the busiest of the year. If you struggle to stay productive, here are a few helpful tips. https…'}","{'date': '01/14/2016, 20:19:39', 'full_text': 'RT @DalScience: Tmrw, #DalScience/ @DalMedSchool researchers, @CCSACanada &amp; @CIHR_IRSC talk effects of youth cannabis use on brain: https:/…'}","{'date': '02/02/2018, 11:11:33', 'full_text': 'RT @dalacrams: @dalacrams MBball had great win last night over @MountMystics 70-67.  Webcast trouble sorted for a good second half 👍 @dalag…'}","{'date': '02/14/2018, 15:52:32', 'full_text': ""RT @Dal_Alumni: Happy Valentine's Day! Today we are posting the stories of love &amp; friendships formed at Dalhousie that #DalAlumni and stude…""}"
2906,"{'date': '12/14/2016, 19:55:12', 'full_text': ""Don't miss tomorrow's Egg Nog day at UClub, Great Hall, 11:30 am-1:30 pm. Lunch &amp; a free egg nog or mulled wine. https://t.co/A58xHSzrrS""}","{'date': '01/14/2016, 15:32:35', 'full_text': 'RT @Dal_Alumni: @Doctors_NS members, celebrate a @DalMedSchool grad who deserves recognition - nominate them for a #DalAlumni Award: https:…'}","{'date': '02/01/2018, 19:34:41', 'full_text': 'Tomorrow is World Wetlands Day.  Learn how Faculty of Agriculture Engineering students developed a portable wetlands lab! https://t.co/DLpV5SAhWk https://t.co/sLVt4smNUL'}","{'date': '02/14/2018, 15:46:45', 'full_text': 'We have ALL the candy 🍭 and all the treats you need to make your #Dalentines Day complete! Send a candygram or buy a card for your #DalPal — @DBLSA_DAL and @OUTLawSchulich are in the lobby to help you out! https://t.co/oFkLGJo6K4'}"
2907,"{'date': '12/14/2016, 18:45:13', 'full_text': 'Check your Dal email &amp; sign up for Dal Alerts for updates on any storm closures that might affect campus this winter https://t.co/fZoCoiTCQv'}","{'date': '01/13/2016, 17:44:26', 'full_text': 'Halifax psychiatrists say risk of self-harm ""contagion factor"" among youth through group chat, websites: https://t.co/7e1MSA62zE'}","{'date': '02/01/2018, 19:25:31', 'full_text': 'Celebrating #AfricanHeritageMonth on the Agricultural Campus! https://t.co/9UX9vxtx0f'}","{'date': '02/14/2018, 15:28:46', 'full_text': 'RT @DevilleSy: Roses are red, \nLilies are blue, \nThis poem was short,\nBut reviewer 3 required a number of modifications, so we had to cite…'}"
2908,"{'date': '12/14/2016, 17:45:18', 'full_text': 'The holidays can be stressful. Check out our Healthy Dal blog for wellness info &amp; resources.  https://t.co/hCScpjjjaO #WellnessWednesday'}","{'date': '01/13/2016, 17:23:56', 'full_text': 'Putting a face to head and neck cancer: Manuary launches in Halifax: https://t.co/ou03WAKt0D'}","{'date': '02/01/2018, 14:18:00', 'full_text': ""Join us as we celebrate International Development Week with Apuknajit - The traditional Mi'kmaq February Feast! https://t.co/3a9DB0HBBK""}","{'date': '02/14/2018, 15:26:19', 'full_text': 'RT @UA_magazine: ""Op-ed articles are an ideal writing assignment to help students learn the important rhetorical skills of engaging and per…'}"
2909,"{'date': '12/14/2016, 17:24:27', 'full_text': 'RT @DalLibraries: Work with us!  Limited term librarian position in New Brunswick. https://t.co/77aVYLyuAJ'}","{'date': '01/13/2016, 17:14:58', 'full_text': 'RT @gchallenges: How @FarmRadio &amp; @StanKutcher Successfully Influenced Policy Decisions in Malawi &amp; Tanzania: https://t.co/QTA7AGB1xd https…'}","{'date': '01/31/2018, 22:13:16', 'full_text': 'RT @dalacrams: @dalagriculture   And @dalacrams   “Listen and Ask” https://t.co/u3jbzJ9eQh'}","{'date': '02/14/2018, 15:23:11', 'full_text': 'RT @emilykiddwhite: Yes, @kbrooks_taxlaw! All the way this... https://t.co/BmRMWicEaM'}"
2910,"{'date': '12/14/2016, 16:30:31', 'full_text': 'Register for the next Pain Support Group, Jan 20. Members share experiences working w/pain, resources &amp; support. https://t.co/laU8pZ9iM6'}","{'date': '01/13/2016, 15:31:37', 'full_text': 'RT @Dalnews: Dal’s Hfx &amp; Truro campuses + @ukings will open at 12:30 pm. Follow https://t.co/th7KQUwNHe for more information.'}","{'date': '01/31/2018, 22:13:05', 'full_text': 'RT @dalacrams: @dalagriculture https://t.co/c3lg5nHSGm'}","{'date': '02/14/2018, 15:21:52', 'full_text': 'Prof Tillotson: “It is worrisome that we have lost a solid understanding of civics... The necessary and fundamental work of connecting tax and tax expenditures in our minds and conversations is a long game.” @DalMIPP'}"
2911,"{'date': '12/14/2016, 16:02:53', 'full_text': 'RT @Gerald_Walsh: Taking initiative is generally rewarded as it shows an ability to act independently and bettering your organization. #Car…'}","{'date': '01/12/2016, 15:35:52', 'full_text': 'RT @DalGlobalHealth: So happy to be attending this great event. @DalMedGHI @DalMedSchool @shawnaoh @PLANS_DAL @Ron_George  https://t.co/J2r…'}","{'date': '01/31/2018, 19:45:00', 'full_text': ""International Smart Farming Seminar March 15 - 16 on campus! Don't miss it. Register at https://t.co/KosIl8H6De https://t.co/zDktaATJXx""}","{'date': '02/14/2018, 15:08:23', 'full_text': '.@DalMIPP panel’s @kbrooks_taxlaw on opening up civic conversation about tax policy: “we pretend that what should be citizen-based conversations — tax talk, normative conversations about what we value and want to support as a society — are issues for tax technicians to resolve” https://t.co/waigYk8G2m'}"
2912,"{'date': '12/14/2016, 15:45:12', 'full_text': ""We're so close to reaching our $160,000 goal! There is still time to donate to #DalUnited. Visit https://t.co/bt8reB8LGW today.""}","{'date': '01/12/2016, 14:59:00', 'full_text': ""To be a spare, you can have a health issue or be 100% healthy. $10 for showing up, even if you're not needed https://t.co/msi5ofMIVO 2/2""}","{'date': '01/31/2018, 19:10:00', 'full_text': 'Save the date for this most anticipated event! https://t.co/bn1pESgtuH'}","{'date': '02/14/2018, 14:50:45', 'full_text': 'Breaking a finance minister’s heart pt 2: 5. There are no new tax ideas 6. Good consultation is hard 7. Good consultation is happening, but it’s hidden. @steelegr @DalMIPP'}"
2913,"{'date': '12/14/2016, 14:30:18', 'full_text': 'Reminder: The deadline is Fri to submit nominations for 2017 Rosemary Gill Award. Details here. https://t.co/nSxg4i7i1K'}","{'date': '01/12/2016, 14:58:45', 'full_text': 'Get a behind-the-scenes look at med school. We need spare volunteers on Tuesday afternoons &amp; Thursday mornings https://t.co/msi5ofMIVO 1/2'}","{'date': '01/31/2018, 19:03:16', 'full_text': 'The 33rd Annual Rick Russell Woodsmen Competition is Feb 10th at the MacMillan Show Centre!  Go Rams! https://t.co/LFKgHPXgoi'}","{'date': '02/14/2018, 14:48:31', 'full_text': '.@DalMIPP panel’s @steelegr lays out 7 heartbreaking facts about tax policy: 1. Status quo has an iron grip 2. Good tax data is hard to find 3. Tax policy is very constrained 4. Public opinion on taxes is rigid . . . 1/2 https://t.co/wlCg1sgAmP'}"
2914,"{'date': '12/14/2016, 13:56:17', 'full_text': 'RT:@MedavieBC Drink water- it aids in digestion, boosts mood and keeps you energized. Keep a water bottle close by. #12daysofholidayhealth'}","{'date': '01/12/2016, 13:59:15', 'full_text': 'Prof @FrancoiseBaylis says others must give those with Alzheimer’s the status of belonging and recognition: https://t.co/k2UkitnSbH'}","{'date': '01/31/2018, 19:02:56', 'full_text': ""RT @Dalnews: Today is #BellLetsTalk Day!  Let's all join in the conversation and work to end the stigma around mental health.  For informat…""}","{'date': '02/14/2018, 14:32:49', 'full_text': 'Full house for @DalMIPP #DalentinesDay panel on tax policy. Prof Shirley Tillotson retraces lessons of history and factors shaping role of public opinion in tax policy: expertise available, political communications, taxpayer interests, intersection of tax politics w/other issues. https://t.co/JhgLts9vsr'}"
2915,"{'date': '12/13/2016, 20:10:15', 'full_text': ""RT: @MedavieBC Take time to be kind. Your kindness or generosity could help make someone's holidays even brighter. #12daysofholidayhealth""}","{'date': '01/11/2016, 18:05:30', 'full_text': ""RT @Dalnews: January is Alzheimer's Awareness Month. Tonight, attend a screening of the film Still Alice https://t.co/e6mm5is2zp https://t.…""}","{'date': '01/31/2018, 18:15:45', 'full_text': 'Filming for #DalThisWeek! Lots of fun on the farm with Raine Beckwith and Scott Palmer https://t.co/m7YUcyWfRG'}","{'date': '02/14/2018, 14:06:06', 'full_text': 'RT @jgdownie: Highly recommend reading this.  Don’t believe me? Check out Review: Putting Trials on Trial is a damning indictment of how le…'}"
2916,"{'date': '12/13/2016, 18:20:09', 'full_text': ""Don't miss Annual Dalhousie Carol Sing, Dec 20. Classic carols, Hanukah songs, &amp; traditional drumming. 12pm, Sculpture Court, Arts Centre.""}","{'date': '01/11/2016, 12:30:41', 'full_text': 'RT @DrCChambers: Kicking off the week on a social media panel for @DalMedSchool ED residents with @Ron_George and others! https://t.co/U1Tq…'}","{'date': '01/31/2018, 17:03:06', 'full_text': 'RT @dalacrams: @dalacrams know the importance of talking and listening about mental health concerns #BellLetsTalk  @dalagriculture @CCAAspo…'}","{'date': '02/14/2018, 14:02:12', 'full_text': 'RT @Dalnews: Happy #DALentines Day #DalhousieU! Join us today on the Quad for some sweet treats! Hot Chocolate &amp; Cookies will be available…'}"
2917,"{'date': '12/13/2016, 16:55:11', 'full_text': 'RT: @careersherpa Close 2016 with a new job! 5 ways to advance your #jobsearch during the #holidays. https://t.co/Euf3msuBOR @JobHuntOrg'}","{'date': '01/07/2016, 17:28:27', 'full_text': 'RT @DGorsky: Analyis of #medschool job ads provides a novel view of evolving norms for #meded leaders https://t.co/Xg5RA8NFhk @ammacleod @D…'}","{'date': '01/31/2018, 15:31:58', 'full_text': 'A few of our November lambs in the Ruminant Animal Centre! https://t.co/3Xyx0VIl5g'}","{'date': '02/14/2018, 14:02:06', 'full_text': 'RT @DalStudentLife: Dealing with stress, relationship issues, or mental health concerns? Our on-campus social worker is hosting drop-in hou…'}"
2918,"{'date': '12/13/2016, 15:41:31', 'full_text': ""RT @hfxgov: We're working on a plan to provide better transportation options. Help by completing the #HfxMobility survey: https://t.co/EzM1…""}","{'date': '01/06/2016, 19:23:43', 'full_text': ""January is Alzheimer's Awareness Month. Check out some events/public lectures hosted by @ImpactEthics: https://t.co/EBt2wG6guZ""}","{'date': '01/31/2018, 01:53:45', 'full_text': 'RT @IslandLime1999: PEI Agromart Ltd is looking 2 expand its work force.  Be part of a dynamic Island company. Comp open till 16Feb @dalagr…'}","{'date': '02/14/2018, 13:06:30', 'full_text': 'RT @DalMIPP: “That’s been a problem from the very beginning. No visibly Indigenous police officers, Crown counsel, defence counsel, jury, j…'}"
2919,"{'date': '12/13/2016, 15:15:16', 'full_text': 'Register for ""On Being Positive"" workshop series, Jan 6, 13 &amp; 20, to explore well-being, resilience &amp; happiness. https://t.co/dGcrRtLWGj'}","{'date': '01/05/2016, 14:13:22', 'full_text': ""RT @Dal_Alumni: Know a @DalMedSchool alum who makes a great doctor? Nominate them for a @Doctors_NS Patient's Choice Award: https://t.co/q2…""}","{'date': '01/30/2018, 21:00:14', 'full_text': 'RT @CYFF: Registration deadline for the 2018 CYFF Young Farmers Conference is TOMORROW – register online today!  \nhttps://t.co/3aKRwgm1R9 #…'}","{'date': '02/14/2018, 12:59:31', 'full_text': 'RT @DalMIPP: Violets are blue,\nroses are red,\nis tax policy influenced\nby what the public has said?\n\nJoin us tomorrow at 10AM AST (9AM EST)…'}"
2920,"{'date': '12/13/2016, 14:05:10', 'full_text': 'Treat a student to dinner during the holidays by contributing to the cost of the dinner or attending it on Dec 21. https://t.co/EN49M1fbbU'}","{'date': '01/04/2016, 15:28:50', 'full_text': 'RT @Dalnews: In case you missed it, Dal professor Mary Ann White and prof emeritus Frederic Wien received the Order of Canada. https://t.co…'}","{'date': '01/30/2018, 20:58:53', 'full_text': ""RT @AAFC_Canada: Keeping #CdnAg modern, sustainable, and more efficient is at the heart of our scientists' research: https://t.co/ymYrMKEQf…""}","{'date': '02/14/2018, 12:56:21', 'full_text': 'KUDOS! Check out the solid @globeandmail review of @SchulichLaw Professor @ElaineCraigDal\'s groundbreaking new book, ""Putting Trials on Trial: Sexual Assault and the Failure of the Legal Profession"" https://t.co/9vE6FSqeA9'}"
2921,"{'date': '12/13/2016, 13:16:24', 'full_text': 'RT @MentalHealthNS: Healthy Holiday Tip: Spend time with someone you know who’s had a rough time or is facing a difficult anniversary durin…'}","{'date': '01/03/2016, 15:21:14', 'full_text': 'RT @DrCChambers: @DalPres @Dalnews @DalMedSchool Pls spread the word about our Twitter chat Jan 6. Can social media improve health? https:/…'}","{'date': '01/30/2018, 20:58:05', 'full_text': 'RT @Cultiv8Ag: “There is only one success- to be able to spend your life in your own way.”\n\n- Christopher Morley'}","{'date': '02/14/2018, 12:48:27', 'full_text': 'RT @RunnymedeSoc: We had some wonderful events yesterday on safe spaces @LAWMcGill, the Statement of Principles @SchulichLaw, et le rôle du…'}"
2922,"{'date': '12/12/2016, 19:50:13', 'full_text': '@dalagriculture Christmas tree expert gives tips on how to make your tree last until the New Year. https://t.co/bfTucVn73O'}","{'date': '12/22/2015, 13:47:23', 'full_text': 'These diet and exercise tips from health/nutrition expert @sflkirk will keep you healthy over the holiday season: https://t.co/fgSK4xmlfU'}","{'date': '01/30/2018, 17:34:55', 'full_text': 'RT @DalBookstore: Just a heads up! The @dalagriculture Bookstore will have modified hours this week and will be closed on Friday for Munro…'}","{'date': '02/13/2018, 19:59:00', 'full_text': ""With @SchulichLaw's Professor @kbrooks_taxlaw and alumnus @steelegr and moderated by @SchulichLaw's Professor @GeoffreyLoomer! #tax #policy https://t.co/kIhSOO40GB""}"
2923,"{'date': '12/12/2016, 18:48:03', 'full_text': 'Dal Halifax &amp; Truro campuses will close for the day at 3:30pm. Visit dal.ca for update. Details here. https://t.co/tai7X4Qqyl'}","{'date': '12/18/2015, 14:26:58', 'full_text': 'RT @Dalnews: Wishing you a #Dalightful festive season! https://t.co/3KgofnEY9R https://t.co/7urG6ksc4j'}","{'date': '01/30/2018, 15:46:28', 'full_text': ""RT @DalGradStudies: It's the great #Dal3MT t-shirt promo! Already signed up for 3 Minute Thesis? Help us get new recruits and a Dal 200 t-s…""}","{'date': '02/13/2018, 19:33:54', 'full_text': ""RT @jennlmtaylor: Registration is now open for our FREE @CBA_NS / @DalLawFeminists event in honour of International Women's Day 2018, happe…""}"
